"","group","Description","pvalue","ratio"
"GO:00104101","C8","hemicellulose metabolic process",0.297025936566818,"1/52"
"GO:00066943","C8","steroid biosynthetic process",0.304752559119878,"1/52"
"GO:00103831","C8","cell wall polysaccharide metabolic process",0.304752559119878,"1/52"
"GO:00096053","C8","response to external stimulus",0.306564943291045,"2/52"
"GO:00090602","C8","aerobic respiration",0.31239587136634,"1/52"
"GO:00099661","C8","regulation of signal transduction",0.31239587136634,"1/52"
"GO:00106461","C8","regulation of cell communication",0.31239587136634,"1/52"
"GO:00230511","C8","regulation of signaling",0.31239587136634,"1/52"
"GO:00424465","C8","hormone biosynthetic process",0.31239587136634,"1/52"
"GO:19017005","C8","response to oxygen-containing compound",0.318729911261499,"2/52"
"GO:00065751","C8","cellular modified amino acid metabolic process",0.32743607919001,"1/52"
"GO:00160543","C8","organic acid catabolic process",0.32743607919001,"1/52"
"GO:00301541","C8","cell differentiation",0.32743607919001,"1/52"
"GO:00463953","C8","carboxylic acid catabolic process",0.32743607919001,"1/52"
"GO:00063557","C8","regulation of transcription, DNA-templated",0.331487467682936,"6/52"
"GO:19035067","C8","regulation of nucleic acid-templated transcription",0.331487467682936,"6/52"
"GO:20011417","C8","regulation of RNA biosynthetic process",0.331487467682936,"6/52"
"GO:00712293","C8","cellular response to acid chemical",0.334834709162957,"1/52"
"GO:00512527","C8","regulation of RNA metabolic process",0.345493082866228,"6/52"
"GO:00482852","C8","organelle fission",0.349393289998726,"1/52"
"GO:00065205","C8","cellular amino acid metabolic process",0.352944741923799,"3/52"
"GO:00066297","C8","lipid metabolic process",0.354509758705701,"5/52"
"GO:00425461","C8","cell wall biogenesis",0.356554921861568,"1/52"
"GO:00068692","C8","lipid transport",0.370647005783777,"1/52"
"GO:00161143","C8","terpenoid biosynthetic process",0.370647005783777,"1/52"
"GO:19016055","C8","alpha-amino acid metabolic process",0.370810034217018,"2/52"
"GO:19015654","C8","organonitrogen compound catabolic process",0.371083141624772,"3/52"
"GO:00108762","C8","lipid localization",0.391219338050458,"1/52"
"GO:00453332","C8","cellular respiration",0.397929086762068,"1/52"
"GO:00000036","C8","reproduction",0.417539658554901,"2/52"
"GO:00224146","C8","reproductive process",0.417539658554901,"2/52"
"GO:00067215","C8","terpenoid metabolic process",0.417626128396035,"1/52"
"GO:00424456","C8","hormone metabolic process",0.417626128396035,"1/52"
"GO:00442823","C8","small molecule catabolic process",0.424050278019159,"1/52"
"GO:00159803","C8","energy derivation by oxidation of organic compounds",0.436690765186944,"1/52"
"GO:00346554","C8","nucleobase-containing compound catabolic process",0.442908570368493,"1/52"
"GO:00488692","C8","cellular developmental process",0.442908570368493,"1/52"
"GO:19017013","C8","cellular response to oxygen-containing compound",0.455142915943851,"1/52"
"GO:00062602","C8","DNA replication",0.48458757934527,"1/52"
"GO:00108176","C8","regulation of hormone levels",0.48458757934527,"1/52"
"GO:00070101","C8","cytoskeleton organization",0.490286377107134,"1/52"
"GO:00442654","C8","cellular macromolecule catabolic process",0.49146324329511,"2/52"
"GO:00059763","C8","polysaccharide metabolic process",0.495010682275163,"2/52"
"GO:00082993","C8","isoprenoid biosynthetic process",0.495923363153588,"1/52"
"GO:00467004","C8","heterocycle catabolic process",0.501499194916195,"1/52"
"GO:00090575","C8","macromolecule catabolic process",0.502654354128031,"3/52"
"GO:00442704","C8","cellular nitrogen compound catabolic process",0.512469991115756,"1/52"
"GO:19011357","C8","carbohydrate derivative metabolic process",0.516508139914525,"3/52"
"GO:0006399","C8","tRNA metabolic process",0.517866236424819,"1/52"
"GO:00550865","C8","nucleobase-containing small molecule metabolic process",0.529641422240982,"2/52"
"GO:00060732","C8","cellular glucan metabolic process",0.549034876256887,"1/52"
"GO:00094164","C8","response to light stimulus",0.549034876256887,"1/52"
"GO:00440422","C8","glucan metabolic process",0.549034876256887,"1/52"
"GO:00194394","C8","aromatic compound catabolic process",0.55403385012912,"1/52"
"GO:00011014","C8","response to acid chemical",0.558978464157539,"1/52"
"GO:00067205","C8","isoprenoid metabolic process",0.558978464157539,"1/52"
"GO:00093144","C8","response to radiation",0.558978464157539,"1/52"
"GO:00002722","C8","polysaccharide catabolic process",0.56386929799499,"1/52"
"GO:00488567","C8","anatomical structure development",0.565901138777232,"2/52"
"GO:19013614","C8","organic cyclic compound catabolic process",0.56870692523566,"1/52"
"GO:19016154","C8","organic hydroxy compound metabolic process",0.56870692523566,"1/52"
"GO:00442642","C8","cellular polysaccharide metabolic process",0.573491913477124,"1/52"
"GO:00325017","C8","multicellular organismal process",0.594094563727214,"2/52"
"GO:00486086","C8","reproductive structure development",0.605559386193366,"1/52"
"GO:00614586","C8","reproductive system development",0.605559386193366,"1/52"
"GO:00030066","C8","developmental process involved in reproduction",0.614278815970546,"1/52"
"GO:19015756","C8","organic substance catabolic process",0.617900057575975,"4/52"
"GO:00097915","C8","post-embryonic development",0.622809121898514,"1/52"
"GO:00067966","C8","phosphate-containing compound metabolic process",0.626789929687233,"3/52"
"GO:00171446","C8","drug metabolic process",0.626789929687233,"3/52"
"GO:00715543","C8","cell wall organization or biogenesis",0.629593970938089,"2/52"
"GO:00091653","C8","nucleotide biosynthetic process",0.631154327341431,"1/52"
"GO:00325027","C8","developmental process",0.632444204606817,"2/52"
"GO:00062814","C8","DNA repair",0.63525875168944,"1/52"
"GO:19012933","C8","nucleoside phosphate biosynthetic process",0.63525875168944,"1/52"
"GO:00067936","C8","phosphorus metabolic process",0.63616714528037,"3/52"
"GO:00442486","C8","cellular catabolic process",0.642625961796044,"4/52"
"GO:00069744","C8","cellular response to DNA damage stimulus",0.643333667116802,"1/52"
"GO:00169994","C8","antibiotic metabolic process",0.655118325922185,"1/52"
"GO:00160523","C8","carbohydrate catabolic process",0.662761710274624,"1/52"
"GO:00097555","C8","hormone-mediated signaling pathway",0.666520850910362,"1/52"
"GO:00328705","C8","cellular response to hormone stimulus",0.666520850910362,"1/52"
"GO:00714955","C8","cellular response to endogenous stimulus",0.666520850910362,"1/52"
"GO:00065114","C8","ubiquitin-dependent protein catabolic process",0.677553398080666,"1/52"
"GO:00067322","C8","coenzyme metabolic process",0.677553398080666,"1/52"
"GO:00713106","C8","cellular response to organic substance",0.68470871725115,"1/52"
"GO:00199414","C8","modification-dependent protein catabolic process",0.698555298556917,"1/52"
"GO:00346602","C8","ncRNA metabolic process",0.701922672235766,"1/52"
"GO:00436324","C8","modification-dependent macromolecule catabolic process",0.701922672235766,"1/52"
"GO:00442623","C8","cellular carbohydrate metabolic process",0.701922672235766,"1/52"
"GO:00487317","C8","system development",0.71180497074348,"1/52"
"GO:00060913","C8","generation of precursor metabolites and energy",0.736613535764484,"1/52"
"GO:00516034","C8","proteolysis involved in cellular protein catabolic process",0.739563373399687,"1/52"
"GO:00442574","C8","cellular protein catabolic process",0.745366171382657,"1/52"
"GO:00090566","C8","catabolic process",0.758458824447605,"4/52"
"GO:00650087","C8","regulation of biological quality",0.760556778071219,"2/52"
"GO:00067533","C8","nucleoside phosphate metabolic process",0.767335676604945,"1/52"
"GO:00091173","C8","nucleotide metabolic process",0.767335676604945,"1/52"
"GO:00427375","C8","drug catabolic process",0.767335676604945,"1/52"
"GO:00708877","C8","cellular response to chemical stimulus",0.769947624967757,"1/52"
"GO:00301634","C8","protein catabolic process",0.777612121051146,"1/52"
"GO:00096286","C8","response to abiotic stimulus",0.782582059711055,"1/52"
"GO:00485184","C8","positive regulation of biological process",0.785026014076603,"1/52"
"GO:00904073","C8","organophosphate biosynthetic process",0.789833365564677,"1/52"
"GO:00335545","C8","cellular response to stress",0.792197342417507,"1/52"
"GO:00072757","C8","multicellular organism development",0.808030410402085,"1/52"
"GO:00065084","C8","proteolysis",0.816540142316245,"1/52"
"GO:00064646","C8","cellular protein modification process",0.831889496390989,"2/52"
"GO:00362116","C8","protein modification process",0.831889496390989,"2/52"
"GO:00452292","C8","external encapsulating structure organization",0.841720301422,"1/52"
"GO:00715552","C8","cell wall organization",0.841720301422,"1/52"
"GO:00434126","C8","macromolecule modification",0.883846591280726,"2/52"
"GO:00196374","C8","organophosphate metabolic process",0.912677554446927,"1/52"
"GO:00511865","C8","cofactor metabolic process",0.916606192862756,"1/52"
"GO:00436035","C8","cellular amide metabolic process",0.93010509321857,"2/52"
"GO:00517167","C8","cellular response to stimulus",0.954952960320214,"2/52"
"GO:00330363","C8","macromolecule localization",0.956411676489666,"1/52"
"GO:00071657","C8","signal transduction",0.957910281922401,"1/52"
"GO:00230527","C8","signaling",0.958881155486587,"1/52"
"GO:00064123","C8","translation",0.972064821626999,"1/52"
"GO:00071547","C8","cell communication",0.972064821626999,"1/52"
"GO:00430433","C8","peptide biosynthetic process",0.972391401949705,"1/52"
"GO:00717025","C8","organic substance transport",0.976310995746286,"1/52"
"GO:00065183","C8","peptide metabolic process",0.978189824278188,"1/52"
"GO:00436045","C8","amide biosynthetic process",0.979683313823689,"1/52"
"GO:00421801","C9","cellular ketone metabolic process",0.00435710048814375,"2/30"
"GO:19016056","C9","alpha-amino acid metabolic process",0.00596271206528231,"4/30"
"GO:19016061","C9","alpha-amino acid catabolic process",0.0089384740504584,"2/30"
"GO:00090631","C9","cellular amino acid catabolic process",0.0113487104640404,"2/30"
"GO:00065763","C9","cellular biogenic amine metabolic process",0.01401247598907,"2/30"
"GO:00441063","C9","cellular amine metabolic process",0.01401247598907,"2/30"
"GO:00650088","C9","regulation of biological quality",0.0176903325784914,"5/30"
"GO:0009072","C9","aromatic amino acid family metabolic process",0.0211597498772421,"2/30"
"GO:00160544","C9","organic acid catabolic process",0.0211597498772421,"2/30"
"GO:00463954","C9","carboxylic acid catabolic process",0.0211597498772421,"2/30"
"GO:00065206","C9","cellular amino acid metabolic process",0.0313948465452523,"4/30"
"GO:19015655","C9","organonitrogen compound catabolic process",0.0346035448530207,"4/30"
"GO:00093083","C9","amine metabolic process",0.0375584668406192,"2/30"
"GO:00442824","C9","small molecule catabolic process",0.0389725405681021,"2/30"
"GO:00096287","C9","response to abiotic stimulus",0.0536936010524331,"3/30"
"GO:00467005","C9","heterocycle catabolic process",0.0590975903383293,"2/30"
"GO:00099261","C9","auxin polar transport",0.0612862330360013,"1/30"
"GO:00550883","C9","lipid homeostasis",0.0612862330360013,"1/30"
"GO:00442705","C9","cellular nitrogen compound catabolic process",0.0624587844182628,"2/30"
"GO:00098898","C9","regulation of biosynthetic process",0.0649030229378345,"6/30"
"GO:00313268","C9","regulation of cellular biosynthetic process",0.0649030229378345,"6/30"
"GO:00425927","C9","homeostatic process",0.0668814109372232,"3/30"
"GO:00099141","C9","hormone transport",0.067211209473813,"1/30"
"GO:00347622","C9","regulation of transmembrane transport",0.067211209473813,"1/30"
"GO:00347652","C9","regulation of ion transmembrane transport",0.067211209473813,"1/30"
"GO:00609181","C9","auxin transport",0.067211209473813,"1/30"
"GO:00033331","C9","amino acid transmembrane transport",0.0731000275958218,"1/30"
"GO:00066621","C9","glycerol ether metabolic process",0.0731000275958218,"1/30"
"GO:00189041","C9","ether metabolic process",0.0731000275958218,"1/30"
"GO:0031668","C9","cellular response to extracellular stimulus",0.0731000275958218,"1/30"
"GO:00483661","C9","leaf development",0.0731000275958218,"1/30"
"GO:0071496","C9","cellular response to external stimulus",0.0731000275958218,"1/30"
"GO:00194395","C9","aromatic compound catabolic process",0.0765300812933088,"2/30"
"GO:00011015","C9","response to acid chemical",0.0783553972724886,"2/30"
"GO:19016075","C9","alpha-amino acid biosynthetic process",0.0783553972724886,"2/30"
"GO:00065442","C9","glycine metabolic process",0.0789529005009204,"1/30"
"GO:00068651","C9","amino acid transport",0.0789529005009204,"1/30"
"GO:0009147","C9","pyrimidine nucleoside triphosphate metabolic process",0.0789529005009204,"1/30"
"GO:00097382","C9","abscisic acid-activated signaling pathway",0.0789529005009204,"1/30"
"GO:0009991","C9","response to extracellular stimulus",0.0789529005009204,"1/30"
"GO:00432692","C9","regulation of ion transport",0.0789529005009204,"1/30"
"GO:0043624","C9","cellular protein complex disassembly",0.0789529005009204,"1/30"
"GO:00712152","C9","cellular response to abscisic acid stimulus",0.0789529005009204,"1/30"
"GO:00973062","C9","cellular response to alcohol",0.0789529005009204,"1/30"
"GO:00197528","C9","carboxylic acid metabolic process",0.0814509571600435,"5/30"
"GO:19013615","C9","organic cyclic compound catabolic process",0.0820476609562941,"2/30"
"GO:0006749","C9","glutathione metabolic process",0.0847700400767043,"1/30"
"GO:00434368","C9","oxoacid metabolic process",0.0851736186399733,"5/30"
"GO:00442837","C9","small molecule biosynthetic process",0.0887328912004786,"4/30"
"GO:00060828","C9","organic acid metabolic process",0.0889884460507674,"5/30"
"GO:0008154","C9","actin polymerization or depolymerization",0.0905516570060997,"1/30"
"GO:00097671","C9","photosynthetic electron transport chain",0.0905516570060997,"1/30"
"GO:0032984","C9","protein-containing complex disassembly",0.0905516570060997,"1/30"
"GO:0022411","C9","cellular component disassembly",0.0962979607739635,"1/30"
"GO:19038252","C9","organic acid transmembrane transport",0.0962979607739635,"1/30"
"GO:19050392","C9","carboxylic acid transmembrane transport",0.0962979607739635,"1/30"
"GO:00015052","C9","regulation of neurotransmitter levels",0.102009159673643,"1/30"
"GO:00421332","C9","neurotransmitter metabolic process",0.102009159673643,"1/30"
"GO:00075684","C9","aging",0.107685460813507,"1/30"
"GO:00090822","C9","branched-chain amino acid biosynthetic process",0.107685460813507,"1/30"
"GO:0019748","C9","secondary metabolic process",0.107685460813507,"1/30"
"GO:00510492","C9","regulation of transport",0.107685460813507,"1/30"
"GO:00067905","C9","sulfur compound metabolic process",0.109304337732651,"2/30"
"GO:00090812","C9","branched-chain amino acid metabolic process",0.113327070123432,"1/30"
