"","group","Description","pvalue","ratio"
"GO:00424931","C6","response to drug",0.16189741148376,"1/38"
"GO:00062814","C6","DNA repair",0.16353029277381,"2/38"
"GO:00328792","C6","regulation of localization",0.168614960178891,"1/38"
"GO:00069744","C6","cellular response to DNA damage stimulus",0.169200360652346,"2/38"
"GO:00094141","C6","response to water deprivation",0.175280072312478,"1/38"
"GO:00193591","C6","nicotinamide nucleotide biosynthetic process",0.175280072312478,"1/38"
"GO:00193631","C6","pyridine nucleotide biosynthetic process",0.175280072312478,"1/38"
"GO:00723303","C6","monocarboxylic acid biosynthetic process",0.177770232124604,"2/38"
"GO:0006839","C6","mitochondrial transport",0.181893146220924,"1/38"
"GO:00091663","C6","nucleotide catabolic process",0.181893146220924,"1/38"
"GO:00094151","C6","response to water",0.181893146220924,"1/38"
"GO:19012923","C6","nucleoside phosphate catabolic process",0.181893146220924,"1/38"
"GO:00002801","C6","nuclear division",0.194964758016407,"1/38"
"GO:00063102","C6","DNA recombination",0.194964758016407,"1/38"
"GO:19017005","C6","response to oxygen-containing compound",0.203871318435448,"2/38"
"GO:00725251","C6","pyridine-containing compound biosynthetic process",0.207832923784817,"1/38"
"GO:00160534","C6","organic acid biosynthetic process",0.212730888989431,"3/38"
"GO:00463944","C6","carboxylic acid biosynthetic process",0.212730888989431,"3/38"
"GO:00060901","C6","pyruvate metabolic process",0.21419167936069,"1/38"
"GO:00550821","C6","cellular chemical homeostasis",0.21419167936069,"1/38"
"GO:00086104","C6","lipid biosynthetic process",0.219036237948434,"3/38"
"GO:00464343","C6","organophosphate catabolic process",0.226760440891227,"1/38"
"GO:00066942","C6","steroid biosynthetic process",0.232971200402141,"1/38"
"GO:00096531","C6","anatomical structure morphogenesis",0.245247339943214,"1/38"
"GO:00193621","C6","pyridine nucleotide metabolic process",0.257332092133205,"1/38"
"GO:00464961","C6","nicotinamide nucleotide metabolic process",0.257332092133205,"1/38"
"GO:00067542","C6","ATP biosynthetic process",0.263303607262054,"1/38"
"GO:00482851","C6","organelle fission",0.269228361320052,"1/38"
"GO:19030471","C6","mitotic cell cycle process",0.275106710657444,"1/38"
"GO:00091452","C6","purine nucleoside triphosphate biosynthetic process",0.280939008983723,"1/38"
"GO:00092062","C6","purine ribonucleoside triphosphate biosynthetic process",0.280939008983723,"1/38"
"GO:00161142","C6","terpenoid biosynthetic process",0.286725607386649,"1/38"
"GO:00344043","C6","nucleobase-containing small molecule biosynthetic process",0.286725607386649,"1/38"
"GO:00725241","C6","pyridine-containing compound metabolic process",0.286725607386649,"1/38"
"GO:00327873","C6","monocarboxylic acid metabolic process",0.2870481342297,"2/38"
"GO:00069505","C6","response to stress",0.295113624631967,"5/38"
"GO:00067331","C6","oxidoreduction coenzyme metabolic process",0.298163095777963,"1/38"
"GO:00096285","C6","response to abiotic stimulus",0.298981219140178,"2/38"
"GO:00091272","C6","purine nucleoside monophosphate biosynthetic process",0.303814675002467,"1/38"
"GO:00091682","C6","purine ribonucleoside monophosphate biosynthetic process",0.303814675002467,"1/38"
"GO:00092012","C6","ribonucleoside triphosphate biosynthetic process",0.303814675002467,"1/38"
"GO:00099081","C6","flower development",0.303814675002467,"1/38"
"GO:00905671","C6","reproductive shoot system development",0.303814675002467,"1/38"
"GO:00986552","C6","cation transmembrane transport",0.303814675002467,"1/38"
"GO:00082023","C6","steroid metabolic process",0.309421932812961,"1/38"
"GO:00091422","C6","nucleoside triphosphate biosynthetic process",0.309421932812961,"1/38"
"GO:00335545","C6","cellular response to stress",0.310891153263025,"2/38"
"GO:19016171","C6","organic hydroxy compound biosynthetic process",0.320504834720218,"1/38"
"GO:00067213","C6","terpenoid metabolic process",0.325981147823215,"1/38"
"GO:0000398","C6","mRNA splicing, via spliceosome",0.331414477560745,"1/38"
"GO:00091563","C6","ribonucleoside monophosphate biosynthetic process",0.331414477560745,"1/38"
"GO:00460342","C6","ATP metabolic process",0.331414477560745,"1/38"
"GO:00002781","C6","mitotic cell cycle",0.336805152258961,"1/38"
"GO:0000375","C6","RNA splicing, via transesterification reactions",0.336805152258961,"1/38"
"GO:0000377","C6","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",0.336805152258961,"1/38"
"GO:00226181","C6","ribonucleoprotein complex assembly",0.34215349780526,"1/38"
"GO:00091243","C6","nucleoside monophosphate biosynthetic process",0.347459837665884,"1/38"
"GO:00346553","C6","nucleobase-containing compound catabolic process",0.347459837665884,"1/38"
"GO:00488694","C6","cellular developmental process",0.347459837665884,"1/38"
"GO:00718261","C6","ribonucleoprotein complex subunit organization",0.347459837665884,"1/38"
"GO:00091442","C6","purine nucleoside triphosphate metabolic process",0.352724492903399,"1/38"
"GO:00092052","C6","purine ribonucleoside triphosphate metabolic process",0.352724492903399,"1/38"
"GO:00434365","C6","oxoacid metabolic process",0.358127508483401,"4/38"
"GO:00062595","C6","DNA metabolic process",0.366851742859667,"2/38"
"GO:00060825","C6","organic acid metabolic process",0.367482753649859,"4/38"
"GO:00091262","C6","purine nucleoside monophosphate metabolic process",0.368271525811399,"1/38"
"GO:00091672","C6","purine ribonucleoside monophosphate metabolic process",0.368271525811399,"1/38"
"GO:00442835","C6","small molecule biosynthetic process",0.370664389077816,"3/38"
"GO:19011373","C6","carbohydrate derivative biosynthetic process",0.372660203008852,"2/38"
"GO:00064862","C6","protein glycosylation",0.373372605713474,"1/38"
"GO:00091012","C6","glycoprotein biosynthetic process",0.373372605713474,"1/38"
"GO:00091992","C6","ribonucleoside triphosphate metabolic process",0.373372605713474,"1/38"
"GO:00427433","C6","hydrogen peroxide metabolic process",0.373372605713474,"1/38"
"GO:00427443","C6","hydrogen peroxide catabolic process",0.373372605713474,"1/38"
"GO:00434132","C6","macromolecule glycosylation",0.373372605713474,"1/38"
"GO:00062601","C6","DNA replication",0.383454728231613,"1/38"
"GO:0008380","C6","RNA splicing",0.383454728231613,"1/38"
"GO:00091002","C6","glycoprotein metabolic process",0.383454728231613,"1/38"
"GO:00091522","C6","purine ribonucleotide biosynthetic process",0.383454728231613,"1/38"
"GO:00061642","C6","purine nucleotide biosynthetic process",0.388436382564422,"1/38"
"GO:00066333","C6","fatty acid biosynthetic process",0.388436382564422,"1/38"
"GO:00170013","C6","antibiotic catabolic process",0.388436382564422,"1/38"
"GO:00082993","C6","isoprenoid biosynthetic process",0.393378836299545,"1/38"
"GO:00091613","C6","ribonucleoside monophosphate metabolic process",0.393378836299545,"1/38"
"GO:00467003","C6","heterocycle catabolic process",0.39828238963301,"1/38"
"GO:00483671","C6","shoot system development",0.39828238963301,"1/38"
"GO:00700852","C6","glycosylation",0.39828238963301,"1/38"
"GO:00550855","C6","transmembrane transport",0.401396651425229,"2/38"
"GO:00091233","C6","nucleoside monophosphate metabolic process",0.407973984717728,"1/38"
"GO:00091414","C6","nucleoside triphosphate metabolic process",0.407973984717728,"1/38"
"GO:00442703","C6","cellular nitrogen compound catabolic process",0.407973984717728,"1/38"
"GO:00092603","C6","ribonucleotide biosynthetic process",0.412762615748108,"1/38"
"GO:00463903","C6","ribose phosphate biosynthetic process",0.412762615748108,"1/38"
"GO:00511873","C6","cofactor catabolic process",0.412762615748108,"1/38"
"GO:00725935","C6","reactive oxygen species metabolic process",0.412762615748108,"1/38"
"GO:00224021","C6","cell cycle process",0.422227001553816,"1/38"
"GO:00725223","C6","purine-containing compound biosynthetic process",0.422227001553816,"1/38"
"GO:00091083","C6","coenzyme biosynthetic process",0.431542802783849,"1/38"
"GO:00066313","C6","fatty acid metabolic process",0.436145695069,"1/38"
"GO:00094165","C6","response to light stimulus",0.440712290036471,"1/38"
"GO:00194393","C6","aromatic compound catabolic process",0.445242866241676,"1/38"
"GO:00067204","C6","isoprenoid metabolic process",0.449737700161253,"1/38"
"GO:00093145","C6","response to radiation",0.449737700161253,"1/38"
"GO:19013613","C6","organic cyclic compound catabolic process",0.458621236746559,"1/38"
"GO:19016152","C6","organic hydroxy compound metabolic process",0.458621236746559,"1/38"
"GO:0051276","C6","chromosome organization",0.48862741145618,"1/38"
"GO:0006397","C6","mRNA processing",0.49277958204692,"1/38"
"GO:00091502","C6","purine ribonucleotide metabolic process",0.49277958204692,"1/38"
"GO:00486084","C6","reproductive structure development",0.49277958204692,"1/38"
"GO:00614584","C6","reproductive system development",0.49277958204692,"1/38"
"GO:00717025","C6","organic substance transport",0.493938110684728,"3/38"
"GO:00061632","C6","purine nucleotide metabolic process",0.496898918632134,"1/38"
"GO:00030064","C6","developmental process involved in reproduction",0.500985673889077,"1/38"
"GO:00097914","C6","post-embryonic development",0.509062441686456,"1/38"
"GO:00091653","C6","nucleotide biosynthetic process",0.517011869286051,"1/38"
"GO:00092593","C6","ribonucleotide metabolic process",0.517011869286051,"1/38"
"GO:00163103","C6","phosphorylation",0.517011869286051,"1/38"
"GO:00355564","C6","intracellular signal transduction",0.52093944235841,"1/38"
"GO:19012933","C6","nucleoside phosphate biosynthetic process",0.52093944235841,"1/38"
"GO:00068122","C6","cation transport",0.524835910935118,"1/38"
"GO:00070491","C6","cell cycle",0.524835910935118,"1/38"
"GO:00511865","C6","cofactor metabolic process",0.532492104935882,"2/38"
"GO:00069794","C6","response to oxidative stress",0.532536491710373,"1/38"
"GO:0016071","C6","mRNA metabolic process",0.54011550794116,"1/38"
"GO:00169994","C6","antibiotic metabolic process",0.54011550794116,"1/38"
"GO:00725213","C6","purine-containing compound metabolic process",0.54011550794116,"1/38"
"GO:00442554","C6","cellular lipid metabolic process",0.542355771990191,"2/38"
"GO:00097334","C6","response to auxin",0.543860014197478,"1/38"
"GO:00160524","C6","carbohydrate catabolic process",0.547574827626645,"1/38"
"GO:00511884","C6","cofactor biosynthetic process",0.547574827626645,"1/38"
"GO:00066295","C6","lipid metabolic process",0.554406028304936,"3/38"
"GO:00196933","C6","ribose phosphate metabolic process",0.554916290847144,"1/38"
"GO:00067323","C6","coenzyme metabolic process",0.562141710169639,"1/38"
"GO:00226131","C6","ribonucleoprotein complex biogenesis",0.579709217801464,"1/38"
"GO:00197525","C6","carboxylic acid metabolic process",0.583111870277151,"3/38"
"GO:00487314","C6","system development",0.5965897121274,"1/38"
"GO:19011355","C6","carbohydrate derivative metabolic process",0.598610096156263,"2/38"
"GO:00551143","C6","oxidation-reduction process",0.599885689538529,"1/38"
"GO:00060912","C6","generation of precursor metabolites and energy",0.622234468112858,"1/38"
"GO:00346221","C6","cellular protein-containing complex assembly",0.637448788949063,"1/38"
"GO:00000035","C6","reproduction",0.652065850380532,"1/38"
"GO:00224145","C6","reproductive process",0.652065850380532,"1/38"
"GO:00067534","C6","nucleoside phosphate metabolic process",0.65491961633899,"1/38"
"GO:00091174","C6","nucleotide metabolic process",0.65491961633899,"1/38"
"GO:00427374","C6","drug catabolic process",0.65491961633899,"1/38"
"GO:00517165","C6","cellular response to stimulus",0.676903203776925,"3/38"
"GO:00650032","C6","protein-containing complex assembly",0.676943819244129,"1/38"
"GO:00904073","C6","organophosphate biosynthetic process",0.679598692701897,"1/38"
"GO:00171445","C6","drug metabolic process",0.686612313827898,"2/38"
"GO:00072754","C6","multicellular organism development",0.700086491119835,"1/38"
"GO:00439332","C6","protein-containing complex subunit organization",0.714609480808625,"1/38"
"GO:00097195","C6","response to endogenous stimulus",0.728446839930231,"1/38"
"GO:00097255","C6","response to hormone",0.728446839930231,"1/38"
"GO:00550864","C6","nucleobase-containing small molecule metabolic process",0.730688643120031,"1/38"
"GO:00488565","C6","anatomical structure development",0.754189391396798,"1/38"
"GO:00100335","C6","response to organic substance",0.756223981491967,"1/38"
"GO:00226072","C6","cellular component assembly",0.76809157349467,"1/38"
"GO:00325015","C6","multicellular organismal process",0.771920957039154,"1/38"
"GO:00069524","C6","defense response",0.779395902324288,"1/38"
"GO:00325025","C6","developmental process",0.795352928081484,"1/38"
"GO:00063962","C6","RNA processing",0.80041777721646,"1/38"
"GO:00150313","C6","protein transport",0.826894159668285,"1/38"
"GO:00196374","C6","organophosphate metabolic process",0.831197071100119,"1/38"
"GO:00451843","C6","establishment of protein localization",0.834007630548533,"1/38"
"GO:00081043","C6","protein localization",0.846101334537681,"1/38"
"GO:00158334","C6","peptide transport",0.846101334537681,"1/38"
"GO:00428864","C6","amide transport",0.846101334537681,"1/38"
"GO:00069963","C6","organelle organization",0.887415125362101,"1/38"
"GO:00440853","C6","cellular component biogenesis",0.889309578560682,"1/38"
"GO:00330363","C6","macromolecule localization",0.898325849596372,"1/38"
"GO:00071655","C6","signal transduction",0.900888374727453,"1/38"
"GO:00230525","C6","signaling",0.902561672135227,"1/38"
"GO:00067965","C6","phosphate-containing compound metabolic process",0.910524082389755,"1/38"
"GO:00067935","C6","phosphorus metabolic process",0.91352841727608,"1/38"
"GO:00071545","C6","cell communication",0.926508823580921,"1/38"
"GO:00059755","C6","carbohydrate metabolic process",0.977331007955929,"1/38"
"GO:00427375","C7","drug catabolic process",8.83856576695458e-05,"6/28"
"GO:00427434","C7","hydrogen peroxide metabolic process",0.000326054468413466,"4/28"
"GO:00427444","C7","hydrogen peroxide catabolic process",0.000326054468413466,"4/28"
"GO:00170014","C7","antibiotic catabolic process",0.000396214829843769,"4/28"
"GO:00511874","C7","cofactor catabolic process",0.000536252672098793,"4/28"
"GO:00725936","C7","reactive oxygen species metabolic process",0.000536252672098793,"4/28"
"GO:00069795","C7","response to oxidative stress",0.00202620737765885,"4/28"
"GO:00169995","C7","antibiotic metabolic process",0.002189473525706,"4/28"
"GO:00098352","C7","fruit ripening",0.00290346495731523,"2/28"
"GO:00059756","C7","carbohydrate metabolic process",0.00338253411227251,"8/28"
"GO:00069506","C7","response to stress",0.00362493497910925,"8/28"
"GO:00075682","C7","aging",0.00481123486000438,"2/28"
"GO:00217003","C7","developmental maturation",0.00481123486000438,"2/28"
"GO:00716953","C7","anatomical structure maturation",0.00481123486000438,"2/28"
"GO:00171446","C7","drug metabolic process",0.00602704973149635,"6/28"
